lncRNA	TCGA.NJ.A4YP.01	TCGA.86.8278.01	TCGA.62.A470.01	TCGA.97.A4M1.01	TCGA.78.7149.01	TCGA.50.6597.01	TCGA.69.8255.01	TCGA.97.8552.01	TCGA.53.A4EZ.01	TCGA.78.7162.01	TCGA.MP.A4T8.01	TCGA.93.A4JN.01	TCGA.86.A4JF.01	TCGA.62.8398.01	TCGA.MN.A4N5.01	TCGA.64.5775.01	TCGA.62.8394.01	TCGA.97.8176.01	TCGA.50.5931.01	TCGA.55.6984.01	TCGA.MN.A4N1.01	TCGA.91.6847.01	TCGA.86.8358.01	TCGA.75.6206.01	TCGA.55.7910.01	TCGA.50.5944.01	TCGA.62.A46Y.01	TCGA.55.8087.01	TCGA.50.6673.01	TCGA.55.8207.01	TCGA.86.6562.01	TCGA.86.8074.01	TCGA.55.A4DF.01	TCGA.55.7727.01	TCGA.J2.8194.01	TCGA.55.6968.01	TCGA.44.7660.01	TCGA.55.8507.01	TCGA.NJ.A4YI.01	TCGA.86.8281.01	TCGA.91.6831.01	TCGA.75.7027.01	TCGA.55.8614.01	TCGA.86.8668.01	TCGA.62.8395.01	TCGA.55.8512.01	TCGA.55.6986.01	TCGA.86.8279.01	TCGA.62.A46R.01	TCGA.44.6148.01	TCGA.55.A494.01	TCGA.69.8254.01	TCGA.53.7624.01	TCGA.86.8054.01	TCGA.L4.A4E5.01	TCGA.44.6775.01	TCGA.78.8640.01	TCGA.44.7670.01	TCGA.69.7760.01	TCGA.95.7948.01	TCGA.69.7979.01	TCGA.78.7147.01	TCGA.55.8615.01	TCGA.MP.A4TF.01	TCGA.78.7535.01	TCGA.62.A471.01	TCGA.49.4490.01	TCGA.78.7220.01	TCGA.91.A4BD.01	TCGA.44.A47B.01	TCGA.78.7542.01	TCGA.55.7573.01	TCGA.55.6970.01	TCGA.86.7955.01	TCGA.50.5946.01	TCGA.97.8179.01	TCGA.93.8067.01	TCGA.75.6207.01	TCGA.97.7938.01	TCGA.91.8496.01	TCGA.69.7764.01	TCGA.95.7043.01	TCGA.91.6849.01	TCGA.49.4512.01	TCGA.91.6829.01	TCGA.55.8505.01	TCGA.L9.A443.01	TCGA.97.7546.01	TCGA.97.A4M0.01	TCGA.78.7153.01	TCGA.49.6767.01	TCGA.78.7155.01	TCGA.50.5051.01	TCGA.78.7540.01	TCGA.55.A48Z.01	TCGA.69.8253.01	TCGA.J2.A4AE.01	TCGA.50.5942.01	TCGA.78.7148.01	TCGA.80.5608.01	TCGA.44.7669.01	TCGA.99.8025.01	TCGA.55.7283.01	TCGA.44.8120.01	TCGA.69.7763.01	TCGA.44.8117.01	TCGA.44.6146.01	TCGA.86.8669.01	TCGA.95.7039.01	TCGA.62.8397.01	TCGA.71.6725.01	TCGA.50.5936.01	TCGA.91.7771.01	TCGA.86.8359.01	TCGA.78.7146.01	TCGA.78.7161.01	TCGA.44.A4SU.01	TCGA.97.7937.01	TCGA.62.A46V.01	TCGA.75.5147.01	TCGA.55.8094.01	TCGA.44.5644.01	TCGA.44.7671.01	TCGA.J2.A4AD.01	TCGA.86.8673.01	TCGA.MP.A4T7.01	TCGA.95.8494.01	TCGA.97.8171.01	TCGA.55.6972.01	TCGA.97.A4M5.01	TCGA.62.A46P.01	TCGA.78.7158.01	TCGA.69.7980.01	TCGA.97.8547.01	TCGA.50.5932.01	TCGA.75.7031.01	TCGA.50.7109.01	TCGA.55.A4DG.01	TCGA.44.A47A.01	TCGA.NJ.A55O.01	TCGA.55.8508.01	TCGA.55.8085.01	TCGA.55.8090.01	TCGA.86.8073.01	TCGA.44.6776.01	TCGA.49.4514.01	TCGA.86.8056.01	TCGA.MN.A4N4.01	TCGA.44.5643.01	TCGA.97.8175.01	TCGA.NJ.A4YF.01	TCGA.78.7154.01	TCGA.44.7667.01	TCGA.O1.A52J.01	TCGA.91.8497.01	TCGA.78.7167.01	TCGA.78.8662.01	TCGA.97.A4M3.01	TCGA.86.7714.01	TCGA.55.7903.01	TCGA.50.6591.01	TCGA.55.8514.01	TCGA.50.6594.01	TCGA.95.A4VK.01	TCGA.49.4488.01	TCGA.55.7994.01	TCGA.67.6215.01	TCGA.78.7537.01	TCGA.55.8097.01	TCGA.MP.A5C7.01	TCGA.55.7227.01	TCGA.44.5645.01	TCGA.97.7547.01	TCGA.80.5611.01	TCGA.49.6742.01	TCGA.73.7498.01	TCGA.MP.A4T6.01	TCGA.86.A4D0.01	TCGA.62.A46O.01	TCGA.75.6214.01	TCGA.49.6761.01	TCGA.99.8032.01	TCGA.50.5935.01	TCGA.55.7570.01	TCGA.78.7163.01	TCGA.97.7941.01	TCGA.75.5146.01	TCGA.55.7914.01	TCGA.91.6840.01	TCGA.62.A472.01	TCGA.64.5779.01	TCGA.NJ.A55R.01	TCGA.67.4679.01	TCGA.64.5774.01	TCGA.55.8620.01	TCGA.78.8655.01	TCGA.MP.A4SY.01	TCGA.93.A4JP.01	TCGA.55.5899.01	TCGA.62.8399.01	TCGA.95.7562.01	TCGA.55.7576.01	TCGA.55.7725.01	TCGA.80.5607.01	TCGA.55.8091.01	TCGA.50.5072.01	TCGA.55.7284.01	TCGA.69.A59K.01	TCGA.91.8499.01	TCGA.95.7567.01	TCGA.73.4676.01	TCGA.91.6836.01	TCGA.55.8616.01	TCGA.55.A491.01	TCGA.78.7150.01	TCGA.86.8674.01	TCGA.55.A492.01	TCGA.78.7166.01	TCGA.MP.A4SV.01	TCGA.55.6543.01	TCGA.44.7659.01	TCGA.62.8402.01	TCGA.78.7536.01	TCGA.78.7633.01	TCGA.78.7156.01	TCGA.55.8506.01	TCGA.78.7143.01	TCGA.71.8520.01	TCGA.97.8172.01	TCGA.64.1681.01	TCGA.95.A4VP.01	TCGA.78.7152.01	TCGA.78.7539.01	TCGA.62.A46S.01	TCGA.95.7947.01	TCGA.78.7145.01	TCGA.69.7973.01	TCGA.86.7713.01	TCGA.55.8302.01
ZFAS1	7.545439865	6.274185473	6.817617874	6.115542294	6.927720918	7.336593962	8.236345304	6.976490505	5.360597642	6.311246992	7.035193766	6.034951658	5.698779104	6.355062541	6.021785562	7.071480903	5.470522619	6.877638986	6.924523341	6.518057452	7.046415683	6.988503581	5.632493989	7.547459828	7.182112461	6.695947	6.884815701	5.905678355	6.163224706	6.852051281	6.427049006	5.934864045	6.005934569	6.621092365	6.546805723	6.434938137	6.12138411	6.315337553	6.191046072	6.499284824	5.95683469	6.713002188	5.439862705	5.742956133	5.25315188	6.596391265	8.2624967	6.445442909	6.638596351	6.018085212	3.859863004	5.428796728	5.150363421	8.175277945	7.45668005	5.307046478	6.526299275	6.534825461	6.567389995	7.953931319	6.580956036	6.341411218	6.671739707	6.566938103	6.687833078	6.584270329	6.174694927	6.257047832	7.18516182	6.399176693	6.281721317	5.685719452	7.716681881	7.142257582	7.348523733	5.634144238	6.540392855	7.277459588	6.60440537	7.05392926	6.881427989	6.133836028	6.430883622	6.569803929	5.950038999	5.646398697	6.448056375	6.118330084	7.167322678	6.532608437	7.410760433	5.338711776	5.757049722	5.473364303	5.944770184	7.121592289	5.191173605	6.94581356	6.90189536	6.184006713	5.902121382	6.913630233	7.596300391	7.522386057	7.282876219	8.010793634	5.639775043	5.818282259	7.351080291	5.867975666	6.981678835	6.931343307	7.421796457	7.967234239	5.933279188	6.198899799	5.697094996	6.761107688	5.885044936	6.404879315	7.83665732	7.421428185	6.720622288	5.958493768	7.253551804	7.269539785	7.445119327	6.649804555	9.264092024	6.951981143	8.454447553	6.98059175	6.502261368	5.269756712	7.234108643	5.490476018	6.387970053	5.922117942	6.166510715	7.167543746	5.848267953	6.46555407	6.827077163	7.001903453	6.818397066	7.278838482	6.206396291	6.11210369	8.016487416	6.85882031	7.405979216	7.407606402	5.827033209	4.842904836	6.264635461	6.564539784	7.338289629	6.129010949	7.096991056	7.419518957	8.444027943	5.71874726	6.530056779	6.814025643	6.754201514	6.052838022	5.833770409	5.800407269	5.842240726	6.5736645	6.794529692	6.659100396	5.25264458	7.138926191	7.037455993	6.090749671	6.457696955	6.429772198	6.732682581	6.343038169	7.25329297	7.229371193	6.568925849	6.185722544	6.84279714	6.549834029	6.972658842	5.932476025	6.737266321	7.324491941	6.206474542	5.29656403	6.750023138	7.309691659	5.754725371	6.593277797	7.121001753	5.43784906	6.04756732	6.022568732	7.59093903	7.779427562	8.153369343	7.362622577	6.254135844	6.348496038	6.537668972	5.31260385	7.402255771	7.81393649	6.883474215	7.330409174	6.73601487	5.70403736	5.341211325	6.658729067	6.857033419	6.973708233	6.156786843	7.041540126	6.24714572	7.043766829	7.606920884	6.064878703	6.853463421	5.662863048	6.033805541	4.88261675	5.453014498	6.075149099	6.455809495	8.561225429	6.856925719	6.299959116	6.291446748	6.609784881	6.538064564	6.761689754	7.013121639
GAS5	6.697670799	3.758266979	6.135818974	5.105874467	6.845029051	4.675700512	5.893065409	4.406381173	5.43358633	5.21973613	5.989731855	4.334327896	4.446395862	4.627677773	4.843540752	5.779761275	2.666922286	5.456384705	5.453864603	4.904956955	5.064189274	5.333967177	4.038123452	5.766386708	5.33012877	4.093176273	5.286016618	4.882919059	3.317365181	4.952506085	4.232907852	3.762079147	4.12855798	5.503688075	5.707237591	4.616743317	4.5672778	4.976302566	5.223124547	5.798583193	3.817179388	4.611329323	4.154614552	3.542854218	3.544986738	4.357693473	6.02555111	4.66838984	5.696921311	4.089160864	4.843666	4.023794989	3.504926748	6.109973288	5.349974779	2.874107004	5.048026099	3.628982786	4.548030351	5.485966084	4.25227043	4.501044393	5.827554086	4.963324027	4.901127542	4.785165376	4.575174477	3.653007906	5.49032583	5.185559279	3.587706008	4.012728005	6.034909666	4.247756091	5.437158153	4.553292701	3.696900515	6.253231379	4.731838119	6.114902611	4.978791393	4.646110828	4.800082275	3.646712649	3.646545441	3.669622264	6.135945004	3.622730345	6.095340854	6.090995245	5.260472777	3.289444288	4.981604879	3.334996963	4.371990914	6.003176291	4.72559187	5.627085096	4.704817758	4.536955494	5.020008148	6.093424957	5.947312589	4.405784006	4.981082699	6.329243794	3.727536421	4.348108239	5.807024183	4.763741008	5.233423294	4.788447499	5.123661816	5.007356892	3.947845738	4.868214818	3.808192578	5.45782204	5.622799264	4.898772405	5.774396618	5.428116377	5.46804854	4.588280388	4.538642732	5.650793466	5.539627368	6.950059756	7.052564492	5.38726909	6.153883204	7.302527067	3.396493387	4.048074347	5.741401901	3.969599201	3.97446433	5.218129928	6.120350242	5.699028534	4.887383485	6.001507704	4.559043178	4.606556725	5.550694462	4.480164809	3.23135878	4.501337261	4.890937545	3.825130821	4.44744125	4.939516126	4.861465785	2.635486	4.575170761	6.312736802	5.83545617	5.801232957	4.647322421	6.130287652	5.156226708	5.641542778	3.446543467	5.027864662	6.073196901	4.669375374	6.212900397	5.90408131	4.446628752	6.274559242	5.146976938	4.683451261	3.263418143	4.202619337	4.190881407	5.352430431	4.567594224	5.54071941	5.834963519	1.861643765	5.658029514	5.666654123	5.422103203	4.395349893	3.1004019	4.781484043	5.189846856	5.674027234	3.956612719	6.039874665	4.38945442	5.06892173	5.901157617	5.413355023	3.018131388	5.463545495	5.641002505	3.611741641	3.191511496	5.013815576	4.106658275	5.835261901	7.291655304	5.446729007	4.285644397	4.135494639	4.34414306	4.855690693	5.442513281	5.758080574	4.924812749	4.458729051	5.273766615	3.832116895	3.060631217	6.081865758	6.14734944	6.269239698	5.567161161	4.115277887	5.270081794	4.547051275	5.348197383	5.495302537	6.30675704	4.157256629	4.50585545	3.580683813	4.496216358	3.423224142	5.248244747	6.56151729	5.475556593	5.150154518	3.70836408	4.343400791	5.310371479	5.571001881	4.323108407
SNHG8	5.724156083	5.199470223	5.554352747	5.127992779	5.389846385	3.833523944	5.170982959	4.555054693	4.427608556	4.407381302	6.009074926	3.996297232	4.39649556	4.447836172	4.185218779	4.580149045	3.213186819	4.97278123	4.936296544	4.951516879	4.766083491	3.631564178	3.64309882	5.45483392	3.156653611	4.272216155	4.714750157	4.965806412	3.576265194	4.997348454	4.099633831	3.595054705	3.345422152	4.553114495	5.503066411	3.200176897	3.88870785	4.252458895	4.304211492	4.961112232	4.468367485	4.78802259	4.452965103	4.376077262	4.378225748	5.008992138	6.342083819	3.906865237	5.506756604	4.959257507	4.152266036	4.133047532	2.907959208	5.438128542	4.17512543	3.488084456	4.355087744	3.999842874	4.087442149	6.274690681	2.742231197	4.272822928	6.051028413	3.891283105	3.901174226	4.838084448	4.536856485	3.002684703	5.979237955	4.171772524	4.294718139	3.702380897	5.174330228	4.780375354	4.081383537	4.550016459	4.049274402	5.31552457	4.390078378	5.225421936	4.061147459	4.825406277	4.614143432	4.065900698	3.116031021	3.469622412	5.129261896	3.875892907	5.128661255	6.092535682	4.116628457	1.738738234	4.721418463	3.415066886	3.89102599	5.279301593	4.761024939	6.213126794	4.41684298	4.292997334	3.84590729	4.642742663	5.090186127	5.185380839	4.848587393	4.877951528	4.478082686	4.704716235	4.310279808	4.776717034	4.050506322	4.047329652	4.846139565	5.268621481	4.556987667	3.865678203	3.965355796	4.515394133	4.873270141	4.085478566	5.27082489	4.692380406	5.768199504	4.033584124	4.481008974	5.563455421	5.759180724	5.577008805	7.009123643	5.350229691	5.844401407	5.808528165	4.042826505	3.569160598	5.807981925	4.243053162	4.711296733	3.798484818	5.050206311	5.383070674	3.821144425	4.841483241	4.583294895	4.619587545	5.439293022	4.928129605	3.933625367	4.079086223	5.0009157	3.784967378	5.27086925	4.510473398	4.344986193	3.438927496	5.0544035	5.005135224	4.887724136	4.419837621	5.417136527	5.230275054	3.376778437	4.309201437	4.796987761	4.637206925	5.244814244	4.677286903	5.001816512	5.439300047	4.293796713	5.932880952	5.257715266	4.434699238	3.11733349	4.530027908	4.273405882	5.288642675	4.601220065	5.666852834	4.443499577	3.370300081	5.348800029	4.538813214	5.426770068	4.034993853	4.622142186	4.854986504	4.905761048	5.055676295	2.975027972	5.222904037	4.365476448	4.169184931	4.871106759	5.320508337	3.224691173	4.59900657	5.086785494	4.012673725	4.4398988	4.042636794	3.982794738	3.722895106	5.716766136	5.501186352	4.933009551	3.809831999	4.530135242	3.405151674	4.609207205	4.6274905	4.463578382	4.754291924	4.688260658	3.601004805	3.262757761	5.423618575	5.727293636	4.443596494	4.512505279	4.851482408	5.172116534	4.818444101	4.622686795	4.831237866	5.985876222	4.884022143	4.428435146	3.902708709	4.99869586	3.668749157	4.929117788	5.817711347	4.19198313	4.769853776	3.295473594	3.159290172	4.576825825	5.389109916	4.426651816
SNHG6	5.396074963	3.75469317	5.767890327	4.703428029	5.154963359	5.071129938	7.026308752	4.459776967	6.210435321	4.690219828	6.345425204	3.978822511	4.014992395	5.033594305	4.281847003	6.24295652	3.955641906	5.621170619	5.826070811	3.974532372	5.396926613	4.274072422	5.700845557	5.269514414	4.707988345	4.653964275	4.726919456	4.333078782	4.159502859	4.672297159	3.795856906	4.072416089	4.784088903	5.082331719	5.19372311	5.116985346	4.688495829	5.162143731	4.090929631	4.318075884	4.922925798	5.125433205	4.445116474	4.063354274	4.61225746	3.842423756	4.808384034	5.42311906	5.671222283	4.348955234	5.396502687	3.728504645	4.787596504	7.319484044	6.525284507	3.622146703	4.413071929	4.961775743	5.51404945	6.005448842	3.000414198	3.752556394	5.915156117	5.106327773	5.494297009	6.213475638	4.250882066	5.197212104	5.422659441	5.093391151	4.862138311	3.819171247	5.549470499	4.212268756	5.605221146	4.862891042	5.478563692	5.579652864	4.822396696	4.576078057	4.882538294	4.456351873	4.025605648	4.956497208	4.718579802	4.158987494	5.531316049	4.321778964	5.985475884	8.056557292	5.7742848	5.273307972	5.824102278	3.705002039	5.197650195	4.695985764	4.472743087	4.729259	5.040658572	5.596376349	5.247499122	5.840059577	5.201011537	5.517035053	4.818858113	5.546164599	3.924789398	6.433028408	5.013748734	4.460183485	4.032250016	4.845134301	6.296116246	5.895339603	5.782777246	4.623185925	4.004215217	4.328472452	4.168986434	6.2065334	6.030440692	7.21048323	4.985300647	4.643480651	5.498926342	5.138577698	5.638984311	3.816966025	6.386033701	4.433825147	5.267938012	5.529470204	3.89339747	3.532919092	5.014922977	5.688649008	5.450466899	4.684619203	4.709741053	5.438425119	4.581130538	4.846050264	4.863136824	4.49753558	3.872569157	5.475677929	4.665589407	4.312402124	6.364142728	4.301706063	6.227198218	4.848630879	6.447678305	2.655248537	4.858751654	5.222574963	6.218600286	4.111553704	4.268435192	6.201264341	5.324078001	5.24662183	4.878877682	4.728306145	6.012294246	4.679141121	4.309935261	4.898940665	5.531798225	5.019248178	4.442442781	4.415090449	3.637931087	4.394385408	4.431670405	5.000478017	4.031647464	7.659175039	5.782600835	4.032872507	7.249168892	6.763348016	5.219789753	3.977948126	4.307897723	3.673172874	5.547745222	5.781769682	4.241709555	6.535605805	5.873712379	4.490418235	4.618052536	5.239751777	5.348352641	4.624820732	4.968740584	4.532057784	5.050527103	3.935981323	4.644930979	4.899620969	4.855036166	5.14380595	4.657460792	5.031409111	4.386438707	4.813670204	6.551815156	5.248789552	5.323246061	5.386982311	6.109743359	5.429972469	4.115441025	4.719776864	4.946098302	5.524043115	5.503867409	4.024762041	4.78699811	5.433573306	7.020421985	4.159173293	4.813193272	4.721457786	4.907190872	3.285085002	5.004260778	4.370347753	5.941845083	6.067558375	5.529439361	6.098537179	3.777032439	4.019318956	4.809905398	6.296905992	4.60313275
NEAT1	5.329204331	4.511528625	5.64855614	5.855151219	3.908928072	1.854329208	3.690345281	5.456518151	4.140398559	2.546647897	3.954552402	4.654498123	4.16210979	4.038354043	5.03882913	0.924504193	3.122256513	4.639579462	2.629701464	5.129819826	3.801258148	3.501634811	4.26909737	3.254529185	4.847481825	2.569802211	6.353921622	3.745266002	1.448946619	5.536716232	2.277956231	3.499461828	4.688124009	4.661397748	3.591263649	3.083690485	4.082045553	4.22844163	4.477795396	3.597808483	3.413081965	3.486071851	3.911112565	5.446312415	5.656719052	6.027340871	4.061495124	4.882335665	4.960822454	4.330315303	5.867820789	4.234535918	3.853871737	3.897037443	4.469159036	3.984129911	3.89761027	3.160406361	3.800438491	4.065684963	3.13270938	4.438476996	3.060856483	5.432422142	4.062446796	4.51262064	3.457803697	5.534872269	5.13143513	5.683245885	3.940108461	4.491418293	4.200306708	3.586668341	4.524214674	4.860692043	3.736843217	2.774178664	4.153316607	2.882697966	6.366188348	4.92950847	5.038541977	3.855913129	2.813261807	4.668648408	7.029123455	5.447325849	5.316772122	2.095763274	2.333049189	1.782279854	4.263490534	4.1020434	4.683931069	5.703026075	6.229835861	2.621495566	1.91358479	4.014240284	5.56537481	5.174587705	2.650841875	3.96173898	3.250488428	3.14849379	3.156410206	4.395455148	3.837831979	4.339899815	2.386620319	4.054046419	5.510769373	2.477431364	4.517064736	4.829166507	5.804936961	5.203462647	4.610660209	2.804717206	5.457343461	4.189237368	1.772524948	4.445407854	3.595609178	5.530071429	6.037022105	6.110297044	4.402893172	4.801607003	3.40891568	3.376293577	4.143557674	4.245041967	4.099609045	3.915951863	3.482010063	6.234946612	5.075175595	5.150512582	4.327153288	6.104323593	4.870798181	4.334586075	3.299683574	1.906710658	5.652085798	5.1953707	2.462127115	4.362107453	4.787491669	2.433365751	-0.235866193	6.218977253	4.74152934	4.495309257	3.89621624	5.780512488	3.649111918	5.409864469	1.755360966	5.974998986	2.870278602	4.731442464	-0.053586475	5.422898411	5.040732015	3.545329461	4.961864372	4.216443098	4.916472145	3.814293016	3.057200759	3.031821254	3.190807635	5.058818558	5.303934221	3.805435673	5.878221228	3.932116983	2.592532809	5.014669821	3.72147978	3.200081397	4.627052614	4.269562351	1.88586248	4.157427545	3.740378488	4.837393701	4.792297302	5.249679233	5.318613823	2.362428428	4.584991863	3.966285672	5.056555859	5.250189046	4.262633517	4.639498624	1.344193988	2.265744726	4.190841817	4.290502379	5.076552097	2.141301323	4.158382764	5.772897886	0.608281106	1.867215613	3.329311835	3.033836618	4.023622164	2.514593355	2.891019438	5.083217147	4.5928587	5.139347036	5.079673944	3.224199156	5.065557051	4.363965043	2.424902757	3.867680938	5.397194121	5.041654977	4.553125799	4.188874482	4.832259051	3.371637193	4.57640822	3.422603471	3.181682071	4.968137731	2.975344801	1.971328724	3.814147688	2.637785372	4.083631689
H19	4.666474219	3.627618271	1.804904872	1.888606562	5.213674057	-1.015421181	6.298674981	0.933288833	-0.098462622	3.69866088	8.518015172	6.121815494	0.733343236	3.559157964	2.340433972	5.312148765	4.455574288	1.399899513	3.915304577	3.048536033	5.888394547	9.546668938	6.217133703	0.824651605	7.671876052	1.647677678	3.418134496	0.776980528	0.773847606	4.083518347	3.527665142	4.851924838	2.043882206	0.331092579	1.81171575	3.375859941	6.180082468	9.678171487	2.806766023	0.183189224	10.29835584	5.542606922	3.982450475	4.249819347	1.515864365	7.557588629	4.687037388	2.94974986	2.258177235	5.362903243	4.797705282	1.489047731	9.853936128	9.037437616	1.1576154	2.251908548	4.933702475	6.872841483	0.8317581	2.065327936	7.933819135	2.675036203	3.520657773	5.727129233	1.523773927	2.33822813	10.53586441	6.303803208	-0.136852349	2.761912289	3.396385305	1.47024572	0.607737663	2.726283013	7.724972796	3.021056189	1.086289759	0.885503751	2.166776997	-0.400439427	0.460551703	1.368627566	2.843688351	3.983550689	7.728877222	4.99098769	2.700072609	2.637432201	0.893124023	1.133981425	1.205856008	10.3255016	6.195441826	3.127686057	4.697646556	1.32481682	0.497744561	-0.191125632	2.793618575	7.558429897	5.513940441	7.656267221	1.057378061	8.324433838	5.728149666	7.567111269	0.104475573	3.008285108	3.867163623	1.224102295	0.683462429	5.249200166	0.896418728	0.51533424	2.800108107	1.951250631	6.037930115	4.435653173	1.984354067	3.479480809	9.907549519	10.28881803	2.728688532	3.355673966	4.036072156	5.080774925	2.380735217	2.874383556	-2.322436172	3.130887217	4.080344007	1.667057204	3.408650431	3.690237123	-0.581890752	3.397817965	5.832052073	1.051766326	1.830878679	3.142633102	10.37941187	1.632601444	2.599255591	2.979220579	0.300467014	1.505787274	1.971465731	9.441063549	9.970908245	3.22137593	9.037856281	2.275180218	7.297504415	1.023867199	3.497971107	1.552446937	9.554218402	2.857002422	-0.972377306	2.399825268	9.860770558	1.885844271	1.069086727	0.941736974	1.785025529	1.688147266	1.238242667	2.454812637	3.264013606	2.686344009	3.759921071	3.742681433	2.044849868	0.361134724	0.978311745	0.871426037	0.471827109	5.285998106	5.705925342	9.275554367	0.891779156	8.47948874	5.405712339	4.456407237	2.074051955	4.479792424	0.551084724	0.184000656	4.00803426	1.394875454	7.948432178	4.915369442	-0.353372046	9.812474428	9.36933039	1.948575583	3.364025212	7.292694157	3.752812011	4.290389445	2.977265607	2.483780569	0.201704056	1.481591363	3.93455362	6.879362284	2.931355913	4.681818914	0.276017989	2.720370554	1.460952128	-1.608372585	1.709499358	-0.471609519	0.513620942	4.437346462	0.293041223	3.499284158	2.977447567	6.179985979	1.549350344	9.445823358	9.089558277	5.678273854	1.779507828	1.01211477	0.822130051	5.212006908	2.307482847	2.079740925	2.53693938	2.333905155	-1.449986429	3.876673132	0.607522657	2.626992963	4.03746823	8.949439909	1.788990844
TUG1	4.496701494	4.372649026	4.539797299	4.244576814	3.831745342	3.588013091	3.249817116	3.78810459	4.217156184	4.115558595	4.415421906	4.430153373	4.05101018	4.334166008	4.015000193	3.930102104	4.4305362	4.396051221	5.323511256	3.736243444	3.799922367	6.03190104	4.524638992	4.43991088	4.498251554	4.471616521	3.678792823	4.561548442	4.498884964	3.85352504	4.115153553	4.437958608	4.421251224	5.066785227	4.45091436	3.922888377	4.726625078	4.573689857	3.673408683	4.56430491	4.739065143	4.216521813	4.710246731	4.393996615	4.246314774	3.667948453	4.093401509	4.152831959	4.522985096	4.12544346	4.477726696	3.865895738	4.272483741	3.685774327	3.650148104	4.208279874	4.08935248	4.809005165	4.039451072	4.0821557	4.826828275	4.448515297	3.828494505	4.555536672	3.472444412	4.712946902	4.548866905	4.754138296	3.494639585	4.957663902	4.094171547	4.169596694	4.213079237	4.240387171	4.163627071	4.188509936	4.410492435	3.62332373	4.30319643	2.51760037	3.956041616	4.076272974	3.7100934	3.981844655	4.396437472	4.183244807	4.642551528	4.529865739	3.796425096	4.047592247	4.290093008	4.677981317	4.017501876	4.076771406	4.1301833	3.61395136	4.295731099	4.201709765	3.942674908	3.900503281	4.606611869	3.837630644	3.733842881	4.187735181	3.959590987	5.563567498	4.224217753	3.652821143	3.534361275	3.45444407	3.881558144	4.088849602	4.315785386	3.390364348	4.60024152	4.570957984	4.980913502	4.351651093	4.383293121	3.386594279	3.86324056	3.992771975	3.812042642	4.770517695	4.127126798	4.374134785	4.051925547	4.146778044	3.097033286	4.360764671	3.829255843	4.223641764	4.757478412	4.238726914	3.67875168	4.342506438	4.305027156	4.372994699	4.410145708	4.06440924	3.456126653	4.451379824	4.090317698	4.607460488	4.117712928	3.685904118	4.516927325	4.56527944	3.618216656	3.513905112	4.046043039	4.232681625	4.218894351	4.158332415	3.747500246	3.616054058	4.877326973	3.632075482	4.101236147	4.364796927	4.587411338	3.728751136	3.825669571	4.551163376	3.114329851	4.438164737	4.076536421	4.13207029	4.417948289	4.804520658	3.996401882	4.241278457	3.498296858	4.131422975	5.130053462	4.596587217	3.501057087	3.890092134	4.699865264	3.635247601	3.87730852	3.750018653	4.00850506	4.794019715	2.824280347	3.961861686	3.381116902	4.766501571	4.393356434	4.121868263	4.265318696	4.103142237	4.223219296	4.547017427	4.258050141	4.366129268	4.235430889	4.671516931	4.042609121	4.912845749	3.65393283	4.438003886	4.311879317	4.052734447	4.311858186	4.652182285	4.105978129	4.550263903	4.097598613	4.231158595	3.644791389	4.569733195	3.647462007	3.938295531	4.788338638	4.447659965	3.461071721	4.110235046	4.19772419	3.770089811	4.223969647	4.972382035	3.358573652	4.358906285	4.126696857	4.729140946	4.195687468	4.736777315	4.307459841	3.912440878	3.883483169	3.888916539	4.480044464	4.099317509	4.502315793	3.912114692	4.665960678	4.928299902	4.264580318
