microRNA	TCGA.NJ.A4YP.01	TCGA.86.8278.01	TCGA.62.A470.01	TCGA.97.A4M1.01	TCGA.78.7149.01	TCGA.50.6597.01	TCGA.69.8255.01	TCGA.97.8552.01	TCGA.53.A4EZ.01	TCGA.78.7162.01	TCGA.MP.A4T8.01	TCGA.93.A4JN.01	TCGA.86.A4JF.01	TCGA.62.8398.01	TCGA.MN.A4N5.01	TCGA.64.5775.01	TCGA.62.8394.01	TCGA.97.8176.01	TCGA.50.5931.01	TCGA.55.6984.01	TCGA.MN.A4N1.01	TCGA.91.6847.01	TCGA.86.8358.01	TCGA.75.6206.01	TCGA.55.7910.01	TCGA.50.5944.01	TCGA.62.A46Y.01	TCGA.55.8087.01	TCGA.50.6673.01	TCGA.55.8207.01	TCGA.86.6562.01	TCGA.86.8074.01	TCGA.55.A4DF.01	TCGA.55.7727.01	TCGA.J2.8194.01	TCGA.55.6968.01	TCGA.44.7660.01	TCGA.55.8507.01	TCGA.NJ.A4YI.01	TCGA.86.8281.01	TCGA.91.6831.01	TCGA.75.7027.01	TCGA.55.8614.01	TCGA.86.8668.01	TCGA.62.8395.01	TCGA.55.8512.01	TCGA.55.6986.01	TCGA.86.8279.01	TCGA.62.A46R.01	TCGA.44.6148.01	TCGA.55.A494.01	TCGA.69.8254.01	TCGA.53.7624.01	TCGA.86.8054.01	TCGA.L4.A4E5.01	TCGA.44.6775.01	TCGA.78.8640.01	TCGA.44.7670.01	TCGA.69.7760.01	TCGA.95.7948.01	TCGA.69.7979.01	TCGA.78.7147.01	TCGA.55.8615.01	TCGA.MP.A4TF.01	TCGA.78.7535.01	TCGA.62.A471.01	TCGA.49.4490.01	TCGA.78.7220.01	TCGA.91.A4BD.01	TCGA.44.A47B.01	TCGA.78.7542.01	TCGA.55.7573.01	TCGA.55.6970.01	TCGA.86.7955.01	TCGA.50.5946.01	TCGA.97.8179.01	TCGA.93.8067.01	TCGA.75.6207.01	TCGA.97.7938.01	TCGA.91.8496.01	TCGA.69.7764.01	TCGA.95.7043.01	TCGA.91.6849.01	TCGA.49.4512.01	TCGA.91.6829.01	TCGA.55.8505.01	TCGA.L9.A443.01	TCGA.97.7546.01	TCGA.97.A4M0.01	TCGA.78.7153.01	TCGA.49.6767.01	TCGA.78.7155.01	TCGA.50.5051.01	TCGA.78.7540.01	TCGA.55.A48Z.01	TCGA.69.8253.01	TCGA.J2.A4AE.01	TCGA.50.5942.01	TCGA.78.7148.01	TCGA.80.5608.01	TCGA.44.7669.01	TCGA.99.8025.01	TCGA.55.7283.01	TCGA.44.8120.01	TCGA.69.7763.01	TCGA.44.8117.01	TCGA.44.6146.01	TCGA.86.8669.01	TCGA.95.7039.01	TCGA.62.8397.01	TCGA.71.6725.01	TCGA.50.5936.01	TCGA.91.7771.01	TCGA.86.8359.01	TCGA.78.7146.01	TCGA.78.7161.01	TCGA.44.A4SU.01	TCGA.97.7937.01	TCGA.62.A46V.01	TCGA.75.5147.01	TCGA.55.8094.01	TCGA.44.5644.01	TCGA.44.7671.01	TCGA.J2.A4AD.01	TCGA.86.8673.01	TCGA.MP.A4T7.01	TCGA.95.8494.01	TCGA.97.8171.01	TCGA.55.6972.01	TCGA.97.A4M5.01	TCGA.62.A46P.01	TCGA.78.7158.01	TCGA.69.7980.01	TCGA.97.8547.01	TCGA.50.5932.01	TCGA.75.7031.01	TCGA.50.7109.01	TCGA.55.A4DG.01	TCGA.44.A47A.01	TCGA.NJ.A55O.01	TCGA.55.8508.01	TCGA.55.8085.01	TCGA.55.8090.01	TCGA.86.8073.01	TCGA.44.6776.01	TCGA.49.4514.01	TCGA.86.8056.01	TCGA.MN.A4N4.01	TCGA.44.5643.01	TCGA.97.8175.01	TCGA.NJ.A4YF.01	TCGA.78.7154.01	TCGA.44.7667.01	TCGA.O1.A52J.01	TCGA.91.8497.01	TCGA.78.7167.01	TCGA.78.8662.01	TCGA.97.A4M3.01	TCGA.86.7714.01	TCGA.55.7903.01	TCGA.50.6591.01	TCGA.55.8514.01	TCGA.50.6594.01	TCGA.95.A4VK.01	TCGA.49.4488.01	TCGA.55.7994.01	TCGA.67.6215.01	TCGA.78.7537.01	TCGA.55.8097.01	TCGA.MP.A5C7.01	TCGA.55.7227.01	TCGA.44.5645.01	TCGA.97.7547.01	TCGA.80.5611.01	TCGA.49.6742.01	TCGA.73.7498.01	TCGA.MP.A4T6.01	TCGA.86.A4D0.01	TCGA.62.A46O.01	TCGA.75.6214.01	TCGA.49.6761.01	TCGA.99.8032.01	TCGA.50.5935.01	TCGA.55.7570.01	TCGA.78.7163.01	TCGA.97.7941.01	TCGA.75.5146.01	TCGA.55.7914.01	TCGA.91.6840.01	TCGA.62.A472.01	TCGA.64.5779.01	TCGA.NJ.A55R.01	TCGA.67.4679.01	TCGA.64.5774.01	TCGA.55.8620.01	TCGA.78.8655.01	TCGA.MP.A4SY.01	TCGA.93.A4JP.01	TCGA.55.5899.01	TCGA.62.8399.01	TCGA.95.7562.01	TCGA.55.7576.01	TCGA.55.7725.01	TCGA.80.5607.01	TCGA.55.8091.01	TCGA.50.5072.01	TCGA.55.7284.01	TCGA.69.A59K.01	TCGA.91.8499.01	TCGA.95.7567.01	TCGA.73.4676.01	TCGA.91.6836.01	TCGA.55.8616.01	TCGA.55.A491.01	TCGA.78.7150.01	TCGA.86.8674.01	TCGA.55.A492.01	TCGA.78.7166.01	TCGA.MP.A4SV.01	TCGA.55.6543.01	TCGA.44.7659.01	TCGA.62.8402.01	TCGA.78.7536.01	TCGA.78.7633.01	TCGA.78.7156.01	TCGA.55.8506.01	TCGA.78.7143.01	TCGA.71.8520.01	TCGA.97.8172.01	TCGA.64.1681.01	TCGA.95.A4VP.01	TCGA.78.7152.01	TCGA.78.7539.01	TCGA.62.A46S.01	TCGA.95.7947.01	TCGA.78.7145.01	TCGA.69.7973.01	TCGA.86.7713.01	TCGA.55.8302.01
hsa-let-7a-5p	14.93972547	14.77186995	14.33297848	15.31239923	16.7215764	15.42914363	13.45952892	14.38720804	13.72693486	16.66427719	13.7576736	14.41068331	13.94315036	13.7359884	14.04973393	16.16093756	14.40752473	14.32515651	15.60839544	15.10164484	13.5726874	14.45445886	13.1319666	14.93511699	15.21545406	15.75718199	15.15985459	14.9420787	13.95298509	13.61947472	15.00163219	14.01970862	13.95867002	15.27834802	14.28941641	13.91564327	15.69195585	14.13353977	15.07787299	14.48844197	14.9613318	14.30057958	14.86691262	14.89302689	14.23369599	15.15801509	15.28704284	13.84298774	13.02104885	15.58162408	13.14074358	15.82866672	15.51641439	13.80723425	13.68458267	15.70658663	14.01924692	14.89937953	14.38039694	14.8883013	14.6469692	16.36850692	13.55386236	14.04038055	15.38518025	13.61896526	14.47881145	15.19109044	14.49057031	14.81137411	16.39473593	16.16020279	15.09398673	14.4806874	14.35450306	14.04985263	13.17732172	15.64592276	16.29928571	15.26961044	15.09505555	13.25637027	15.54522238	15.01468129	15.39139638	14.39411303	13.84702915	16.40196229	14.05362219	15.36434273	14.17108324	13.22161639	15.22320798	15.84751195	14.3704173	14.90183083	14.89155409	16.0015603	15.22277334	13.9777181	15.6383942	14.02222014	15.39855673	14.5359773	16.07277298	13.68791045	16.10403694	14.64768551	14.1578957	15.14135905	14.00664684	14.80068603	15.83603345	14.01801095	16.05393676	15.49406201	13.97816616	15.02519657	14.49815004	15.46145337	12.36238323	14.22371004	15.49699261	14.12047046	13.88997225	14.34883943	14.42982333	15.02843793	15.24010156	14.84309504	14.56498204	16.54235047	14.84608782	14.21732061	15.53280284	14.84517866	14.87180182	14.11862512	14.51501782	15.72818392	13.64593451	14.14903724	13.96794582	14.79966897	15.12450753	14.74772314	14.86890428	14.41419838	14.88125304	13.96808396	13.78644223	15.48993109	14.93175995	13.95856607	15.12066383	16.39314845	14.64285512	14.76919587	16.30330769	14.96718059	14.50821802	14.65544093	15.56817559	14.01049275	15.14604336	14.77593738	15.54318465	15.72003119	14.38386438	15.02220368	15.84794787	16.18608836	16.06295543	14.79968687	14.67351475	15.295072	14.18825777	13.25335443	12.25032576	15.02856699	14.5501683	14.31709035	15.17161384	15.46192227	15.30491198	14.52805843	15.97187935	15.84707072	13.72217049	13.91989813	14.80527311	14.3887433	14.7746468	14.41108122	12.7655915	14.47099639	14.14755136	15.34367681	14.44407551	14.23538639	15.00541617	15.01779547	16.40032525	14.8255585	14.78759002	15.13872105	15.23041394	14.13509578	13.63564097	15.21360501	16.49753954	15.05352244	14.56559822	13.44614533	15.45083405	14.86109186	14.1545136	15.37610014	14.25523326	16.26355146	16.25314971	14.29021612	15.96215146	16.00147956	16.61963699	13.75941783	15.70076471	14.16329495	14.28172008	15.73714902	14.29684247	16.36211185	16.02930399	14.17666622	15.73051921	15.62773697	14.61216272	15.25134564	14.13422088
hsa-let-7b-5p	14.32716702	14.01068196	13.38437577	14.21323544	15.20635664	13.92584063	12.5688482	12.91575187	12.2786158	15.10264152	13.03476834	13.78303118	13.07584169	12.61192999	12.93731383	13.32202755	13.98540291	12.53028755	14.73155061	14.5769924	12.89995311	13.84076592	11.65214161	14.22565646	14.58357739	14.38300974	13.72375153	14.95216207	12.57757721	13.77886479	13.51403274	13.81570981	12.67054834	13.95771686	13.63794743	13.08034397	14.29466409	12.57550558	13.59220036	13.97613895	13.66801317	13.74969378	13.97538054	14.520471	14.01301634	14.05077222	14.06806235	13.78792925	11.49956561	15.24176572	12.94793647	15.88674155	12.83848725	13.28179135	11.96293982	14.36258736	12.8577327	12.62199114	12.93819729	14.51196722	14.86424996	14.79717007	12.3684857	12.72346408	15.10052616	12.49941675	13.69382758	12.80863294	12.61363195	13.56508958	13.74273612	14.39452459	14.38936202	13.32558671	14.30190226	13.7156788	13.300552	13.30749373	14.14794204	15.42718915	14.20798092	12.08695493	15.20065292	14.19753678	14.21558342	13.84090579	11.99254659	14.58239788	12.63035745	14.595319	12.24697248	11.82019767	13.81298308	15.43362868	13.81243811	14.46726914	13.07695608	14.35885817	14.27897819	13.11394408	13.29500523	13.77051732	13.7954239	14.65299582	14.50631956	12.77620951	15.79053541	13.42558258	13.34577139	13.03485489	13.46860406	13.07549902	14.48338999	13.20145611	13.36837373	14.64347524	12.73998834	14.73736115	13.64535405	14.00515055	11.43396313	12.15812462	13.97510327	13.47983548	13.38273412	14.09004669	12.86694815	14.79599306	14.51697022	13.54485859	13.61301287	15.88776144	13.45017398	13.68232664	13.24778152	13.12048729	12.99546164	12.90824884	14.30510574	13.83509839	13.13824093	13.23711245	13.92107902	14.79871132	14.56579909	13.64676216	15.36593958	13.42193899	13.38301857	13.90572537	12.06501311	13.79302433	13.05096304	12.54589201	14.6013371	15.26434681	13.30125748	13.32077398	14.26074016	13.21476832	13.30652725	14.07123758	14.08655492	13.50150955	12.76206174	13.82505765	13.75253104	14.49474654	13.71250001	14.06889765	14.23711784	14.88770756	15.39385527	13.93127438	13.61967851	14.0128211	13.75519975	11.54129601	9.926962128	14.29689334	13.64526975	14.45024025	13.4684851	13.47738347	13.09080011	14.40719668	15.51217092	14.56138794	12.80879878	11.89516899	13.87921651	12.85331142	13.76347	13.06045061	11.72905097	13.84762944	13.21016849	14.26305724	12.78681228	13.67269742	14.96253772	13.18765022	15.30081359	14.67056814	13.62603553	13.55329666	14.79797411	12.71392491	12.96503127	13.48097949	13.4271833	14.63114262	14.16615578	11.90402557	13.62129843	14.06160169	13.15397868	13.78731707	12.83713821	13.94594852	14.47329142	12.35907543	14.3282311	14.20855078	15.09628834	13.24733871	14.87833312	13.9771509	14.25895975	14.0433485	13.20548506	15.11556049	14.08144366	13.1936729	14.46491651	13.93151502	13.59728114	13.36795301	13.28228836
hsa-let-7c-5p	9.595746288	9.645856748	9.848583786	11.18799573	12.11438252	10.38831241	9.687689306	10.59527727	9.204170922	12.0745028	8.881325089	10.18803373	10.42304486	8.521102692	8.821697406	9.557846287	11.06391046	9.641275489	11.45713427	8.817857082	9.549819114	11.36634561	9.743325154	10.43537504	8.342906842	11.65831924	10.1929913	10.54390393	9.265034822	9.828122615	9.934152365	10.63442735	9.378950665	9.690750025	8.61050595	11.09229526	9.318545841	9.096738125	10.28984782	10.01427623	8.488860018	8.766200321	10.44628649	11.4328929	10.48626098	11.56288467	10.72885159	10.54298583	8.080327151	12.64095951	7.280505552	11.399402	9.415897363	10.0463583	8.045934148	11.2411808	9.260312313	9.749718368	10.10782991	9.40923051	10.49526248	12.09626912	7.369158433	7.764419166	10.19462756	9.055775433	10.87577009	9.816752563	8.681710673	8.122989219	10.20170955	12.04823233	9.775212694	10.73815739	9.544934685	10.26740151	9.375955071	10.38175785	11.5498807	12.0290943	10.46200111	8.195599958	11.22969302	10.37720376	11.27214524	9.260871121	8.661909501	11.79076968	8.736437397	10.79603553	8.75608814	7.724420624	10.84900892	10.42337349	9.404941146	9.490034643	9.762238149	12.14439907	9.76977867	8.943356884	11.00152307	9.624331859	10.36134606	10.87284341	10.90900604	7.986450143	10.38291873	9.412574823	9.751119927	10.16835224	9.142889351	9.118904683	11.04600958	8.485135625	8.734160012	9.030839144	10.42027159	10.47499751	9.226511355	11.63281419	8.397969265	7.891459663	11.54574786	10.63922083	8.877200637	9.539623257	9.682708527	8.845837444	10.81022237	10.39089802	9.101921424	11.2300253	10.36721149	10.28863593	9.94703695	10.80006567	9.329332394	10.31177247	8.890472792	10.62193691	9.704180567	9.699798675	8.797935461	11.16199459	12.00044748	9.957702183	10.09998582	8.934280714	11.02281556	9.475088038	8.795443049	10.0411205	9.94954292	10.7838923	11.13478619	11.29419232	11.55289628	9.988729827	11.34465715	8.847435416	8.898089992	9.067119363	8.810733717	9.577003102	9.392481945	7.868448019	9.470267686	9.89578378	10.02396746	9.347759746	10.24263849	12.20713231	11.11882193	11.85820528	10.40808756	10.66749052	10.73291083	9.424056291	6.617418806	10.05478847	10.24019583	10.04555361	9.872056902	10.18520021	9.251410817	10.53041059	11.80564808	9.826310969	11.42018847	8.054027567	10.77609568	9.282448894	9.905455988	8.408755114	7.183924934	10.48571692	9.888214468	11.09363216	9.912054706	10.67912658	11.22867676	9.750065919	10.92203062	9.718090801	10.01038141	10.57395656	10.34192381	9.004801289	10.07785684	9.875890638	10.60931822	8.208690757	10.51673387	9.344204889	10.18189463	10.60482066	10.65720127	8.909525741	9.516953425	10.74955217	11.17941986	9.2060336	10.22344092	10.71340039	12.55639246	8.519889346	11.42380046	10.23912101	10.30867912	11.34331732	10.42556111	10.3424883	9.662172231	8.580453878	10.33416989	9.835975923	9.012960849	8.399519713	8.954961584
hsa-let-7d-5p	7.405218392	6.72866256	7.684090058	7.223523696	8.014544596	9.05734915	6.165132373	7.221906447	8.273153352	8.462790462	7.083784406	7.411931236	7.508460179	6.476625902	7.053970548	8.243964553	7.717590331	7.125987263	8.921543777	8.617746745	7.500250636	8.747250445	6.523093948	8.357497247	9.009599572	7.318987509	7.507923122	8.340208111	7.959101731	6.931966338	7.468195346	7.638931537	7.730080865	8.600270192	7.358139186	8.266157074	7.633929369	7.769559651	7.307455591	7.844218243	7.494069529	8.010534385	7.124394972	7.198059057	7.403420116	7.813207721	8.75305219	7.196763449	6.338087686	7.347411932	6.241050941	8.418561576	7.50612387	8.116346294	8.143982127	7.738077378	7.361683783	7.426604814	6.477654081	7.429980258	8.235210561	7.895830425	7.679010244	7.426616712	8.178853348	7.530663979	7.154234017	7.528998466	6.763556966	6.849331991	7.984803769	7.772394505	8.311256327	6.163372193	7.690874285	7.449668462	7.636928816	7.948735841	7.584290659	7.329166714	7.914228602	8.637984361	8.645251469	7.694121233	7.223047669	7.310052717	6.369643441	8.148116615	7.269533384	8.406982415	6.532572364	5.630025737	8.253831931	8.777451827	7.50674274	8.281918915	7.026335957	7.947068886	8.15552559	8.795791286	7.101080849	8.013375482	7.366675359	7.371727191	8.062947762	7.019173317	9.005945868	7.804953809	8.138708063	6.872628481	7.430534939	7.596483832	8.097099556	7.697417233	7.732375904	8.525488329	8.170606755	7.915389315	6.233419576	8.55994799	6.683374881	8.814191342	7.326134559	7.561665919	8.066742785	7.727094979	6.837616348	8.21801236	9.828115402	6.943247965	7.846683383	7.555829313	7.739415633	6.20356235	7.997372206	8.634471882	7.77378166	7.192169625	7.195506047	8.464606755	7.54694591	7.016325007	7.160469491	7.72032136	8.32717439	8.039811189	7.567637189	6.865496626	8.809739354	7.591232466	7.88102066	7.804890036	6.763692404	7.302139185	7.710327191	8.11707582	9.231163333	7.975882061	7.807108606	7.54037407	7.967143968	8.224891188	6.643094219	7.35845105	9.344859573	6.881687644	7.557445122	8.157798235	6.524642642	8.508907201	7.678643497	8.320136217	7.80534689	8.593224333	7.495679233	7.855454317	7.254374541	6.644347056	4.706284859	8.900532402	8.668057884	7.540025811	8.252688522	7.497972485	8.098251995	7.5947074	8.352139301	8.012522371	8.760342069	6.928218207	8.52548164	7.220505608	7.077557588	7.598733409	7.553409928	7.693801903	6.69158555	7.698182794	7.496553661	8.133766112	8.76076907	7.190325607	8.382458894	8.059481584	6.925514831	6.933625203	7.608428428	6.883777199	8.750661314	7.726787228	7.306372258	8.318895404	7.932060693	6.388267614	6.842780384	8.270124846	6.921088227	8.063027622	7.455512852	7.822505832	8.16403386	6.44225454	8.481514765	7.138769072	7.973994083	7.734813325	7.927936572	7.609346884	6.723026866	7.946425395	7.897904273	8.380991582	8.244851694	7.471894775	8.582850948	6.751066654	6.992427492	7.491821748	6.718739722
hsa-let-7e-5p	9.040771404	9.723797338	9.878374537	10.48884384	11.84652619	10.54714959	7.60391067	9.565494517	10.26378918	12.38874751	9.159651069	10.57666667	9.387585834	10.21830975	9.020630805	11.11211927	9.928069589	9.753302705	10.49232272	9.966301976	9.894441193	10.64845815	9.700306639	10.76408987	11.2193219	11.54820524	10.63222799	10.34684822	11.07346443	9.300384428	10.98715881	9.961843685	9.882315541	10.99692127	10.97351336	9.73720608	10.87865375	10.2624754	10.92337558	9.766461157	10.99742025	10.0322877	10.79644277	9.969627771	9.725237003	10.11882976	10.46225755	10.09085514	8.818584313	10.89423648	9.892536661	10.04366726	12.46514419	7.66592501	9.717666424	11.1901639	9.744282309	10.87400241	10.79283117	10.08998308	9.620245254	11.27145652	10.02798712	9.172826118	11.45774792	9.333372555	10.36856187	11.33402453	9.724742663	10.69019224	11.0091469	12.2591692	9.706284118	9.899518567	9.803409378	9.449557974	9.861277622	10.3822924	11.71068631	10.19514559	10.75872423	10.74850379	10.34392038	10.63177085	11.76800575	10.02750632	10.26380996	11.51832946	9.461604118	10.64331042	9.793491973	9.186403723	10.13387387	11.17654403	9.992766122	9.106935615	9.926458293	11.29245519	11.20836474	10.32212865	10.96492031	9.50617907	11.42004612	10.80592763	11.84561567	9.794836274	11.46843321	9.879235771	10.04804311	10.37861119	10.05244905	10.50202586	11.16962775	8.952960498	11.26940572	11.70087982	9.942971767	11.14873764	9.362242087	10.51748088	9.099536754	11.2737618	10.96269858	9.621378258	9.662568089	9.84910186	9.800226933	9.036147023	9.638441397	10.00452943	9.787524087	10.72588854	11.60177856	8.705255331	11.34565855	11.13608305	11.00619749	10.13072294	9.100288191	11.18779794	8.920395358	9.748587559	9.895607984	10.19321726	10.12931749	10.47990783	10.10550359	10.17506269	9.571310319	9.207161242	10.8435623	11.25479272	11.49089939	9.971284432	10.07969519	11.80013317	10.71118869	10.41729966	11.62405648	10.99471165	12.26074975	9.360076102	10.7218626	9.006141239	11.40254192	9.916757298	10.94381016	10.80730787	10.40850305	9.759411673	11.5390905	10.96296519	11.58853595	10.7143099	10.10857635	10.92679617	10.54203373	9.333695027	9.108847308	10.52341593	9.93771737	9.803060739	10.96880756	11.52384945	11.41642295	9.753860506	10.39207541	11.03519588	12.73051605	10.13102582	10.42213729	10.46983769	9.829753674	10.43021437	8.223129522	9.843159642	9.655511145	10.90606775	9.9852168	10.172182	10.81175797	11.48147658	11.0519444	9.820632149	10.06481782	11.02740945	10.78408063	10.11251664	8.394428526	11.19004811	10.31626516	10.37158136	9.883010194	9.663714949	12.22385348	10.25051431	8.977767047	11.14719949	9.549002951	11.62080088	11.69959741	10.08046551	9.796053179	11.27768798	11.12079794	9.138282524	11.26682144	9.885045913	10.07794968	11.65463891	9.605656877	11.01252905	11.46854207	10.20977687	9.955347663	12.12499426	10.87970036	12.27555112	9.943850952
hsa-let-7f-5p	12.59792139	12.54369924	12.88078441	13.65867785	14.88234161	14.04770529	11.06836031	12.79214368	12.47597786	14.86729735	11.88000299	12.58835457	12.31328146	12.1827801	12.49250297	14.20144954	12.75065262	12.39774477	14.13356236	13.02046738	11.78931409	12.7192618	11.52689805	13.28963328	14.26784897	14.72239398	13.12974606	12.55363051	12.25803564	11.60434324	14.07039782	11.9914953	12.42389937	14.51535978	12.7849609	11.83449098	13.72225716	12.65330272	13.58461681	12.39321792	13.38629806	12.35765927	12.66764222	12.22839242	11.96391465	13.17316787	13.22127866	11.9144682	11.69225798	12.60418041	10.89778692	13.23741118	13.91627173	11.88570091	12.41378849	14.08616853	11.9063001	14.20664192	12.860034	12.69760766	11.98596038	14.78216965	12.17096198	12.76278085	13.85947253	12.13019218	12.71174324	13.72136335	13.08845023	13.03389191	14.63229805	14.80656381	13.1949034	11.65265045	11.86870611	11.80238792	11.15539849	14.29144559	15.28062809	12.48862512	13.60671343	11.945449	13.45242987	13.58521627	13.36050566	11.93165484	12.31377303	15.01980602	12.75998648	13.70930519	12.30128034	11.64253694	13.61865047	14.36076585	12.15499757	13.00331204	13.2196694	14.53679898	13.81133902	12.36694327	14.09227241	12.06688288	14.22440615	12.15175386	14.586762	12.40896772	14.45550054	13.08965593	11.65419367	13.54205187	12.77014282	14.09323385	14.52212803	11.98817586	13.81163877	14.05128353	12.57083909	13.58944676	12.36251188	14.27401727	11.10509115	13.8416659	14.14488961	11.91188577	11.91878158	12.15702393	12.96959071	13.01285359	13.46246863	12.97380862	13.18823263	14.39985461	12.95155358	11.179597	14.73304088	13.06954055	14.02844137	12.6601386	12.41795314	14.57646492	11.27133256	12.12595822	11.66978868	12.3451389	13.20893711	13.48427826	12.02626167	12.68294159	14.06858879	11.71695758	12.56474748	14.45868432	13.27333038	12.92559848	12.8826523	14.31815939	13.14799652	13.19413507	15.04156868	14.0200519	12.92451463	12.48537929	13.49524483	11.9377218	14.83813122	12.24708203	14.27639268	14.31944034	12.30014745	13.17738402	14.50291106	14.97670435	14.38917241	13.62454113	12.85180544	13.62282291	12.66028919	11.61105436	10.03392828	13.30912549	13.02839024	11.98240078	14.45999322	14.40942973	14.56687611	12.08049504	14.11400508	14.41438164	12.6766076	12.9382976	13.19505904	12.65986103	14.14252434	13.34419887	11.05702794	11.93474367	12.01454706	13.3548362	13.54943559	12.3665209	12.96627933	13.60952607	15.15646033	12.37122438	13.09091537	13.43600741	12.99007506	13.05294103	11.73366183	14.04892605	15.17379212	13.89974611	12.12810276	11.95626996	13.76427602	12.95319464	12.16735839	14.08222551	12.81214731	15.0663816	14.96281918	12.34292326	15.04879016	14.29788542	14.96924263	11.76501201	14.07624292	11.70605628	12.00342501	14.56692183	12.78655161	14.97828559	14.7182668	12.59984014	14.09599267	14.4407927	12.85057302	13.8067763	12.51940109
hsa-miR-15a-5p	7.333039141	6.82585006	8.098013201	7.934770858	6.476332961	6.590080436	6.944930297	7.326566883	8.123892331	6.485826125	6.654565079	7.658217792	8.415202272	6.586927143	8.028659566	6.94194327	8.552191375	7.629735596	6.654289199	7.100589897	8.14221814	7.634294684	7.322226508	6.774791366	5.876638572	5.307333264	7.891951547	7.389476591	7.019024879	6.598469077	5.924422739	7.252251843	8.298289277	6.807445899	7.013907262	6.731253017	7.155235127	7.200155811	7.750437774	6.747667847	6.406413741	6.591719697	6.725692912	6.676227951	6.533697833	7.765645437	7.201847092	6.352075523	7.905996729	7.714526133	6.389551546	7.122708314	7.54244546	5.184448145	8.062252769	6.587319385	7.348075571	6.756350728	5.847678179	7.548946162	6.963514952	6.831753455	6.279349011	6.425587087	8.570834994	7.126705208	6.332399526	6.184706552	8.477479605	7.651687602	7.208410476	6.406092182	6.857968275	6.791814405	6.502782819	7.127420059	7.837591486	6.770543392	5.839195929	7.438492646	5.873736388	5.201580058	8.053158188	6.221586304	5.512260363	6.299310501	7.081131349	6.244405624	8.540420968	6.327948598	8.050296648	8.000434242	6.149547024	5.788705636	7.11876164	7.793431825	7.913918679	7.050843745	5.980244461	7.560952583	6.605297869	6.786455377	6.650432676	7.088683129	6.361356474	6.866655723	5.720243876	7.325111152	7.314876177	6.67166382	7.109489954	6.20638946	5.911299018	6.571422153	6.531920423	5.189342894	7.009341586	6.751657706	7.240381305	5.960517993	6.405136854	5.735082512	7.096393083	7.693819265	6.836287921	7.830440913	8.13238526	7.809578054	7.252147035	7.723532034	7.845361223	6.949043755	6.894949252	7.193732471	6.409567806	7.516272265	6.186915732	7.420532312	8.178779393	7.942775331	6.40836847	7.451696433	7.456887123	7.1179281	5.307186994	7.370962339	6.845807395	6.841839488	6.779261497	7.822038971	7.261587666	6.613686301	7.662127166	7.913883719	6.684774724	6.817376045	8.724568545	7.729240176	6.56608771	6.702949532	8.758991002	6.715881596	7.065353001	7.476131837	6.853596586	7.273966693	6.912697223	7.569618629	7.096610002	7.84562104	6.999846326	6.571864944	6.335413863	8.151047858	6.581530747	6.879303645	6.928477473	7.477516027	6.868063415	7.030161339	7.848802904	6.419849066	6.234904021	6.580328938	5.960186082	6.942244067	6.01970775	6.107873793	6.072999718	8.385993092	6.568392199	6.857205703	5.807648662	6.381777384	6.58881428	7.105902998	7.354548918	7.992083053	6.36813913	6.964209052	7.435881633	6.618699415	6.763418412	7.562236636	7.521304851	6.421290866	6.391968197	7.843261097	6.614535914	6.361039586	6.707038619	7.535690648	7.417491152	6.97486821	5.912213514	7.148497309	8.051132637	6.437874318	7.982158173	6.547176263	7.345056819	7.941748193	6.440995424	6.808944447	6.72775683	6.999785776	6.349597343	6.438379419	6.946524021	6.685949957	8.645158697	6.665708216	6.040105657	7.699024611	7.348259963	6.341942611	6.979764228	6.295823948	6.365985504
